REP,ID,TIME,DV,DVID,CMT
27,2,144,30.279,2,3
27,3,0,86.14,2,3
27,3,0.5,10.362,1,2
27,3,2,12.78,1,2
27,3,6,13.744,1,2
27,3,12,11.414,1,2
27,3,12,46.301,2,3
27,3,24,9.369,1,2
27,3,24,35.908,2,3
27,3,36,30.796,2,3
27,3,48,4.6718,1,2
27,3,48,24.174,2,3
27,3,72,2.6842,1,2
27,3,72,16.97,2,3
27,3,96,1.1487,1,2
27,3,96,28.983,2,3
27,3,120,0.66583,1,2
27,3,120,40.336,2,3
27,3,144,49.537,2,3
27,4,0,109.99,2,3
27,4,0.5,6.794,1,2
27,4,2,13.698,1,2
27,4,6,13.914,1,2
27,4,12,13.917,1,2
27,4,12,62.301,2,3
27,4,24,9.2258,1,2
27,4,24,41.022,2,3
27,4,36,18.399,2,3
27,4,48,6.4794,1,2
27,4,48,17.497,2,3
27,4,72,3.971,1,2
27,4,72,21.59,2,3
27,4,96,2.432,1,2
27,4,96,25.775,2,3
27,4,120,1.3291,1,2
27,4,120,34.087,2,3
27,4,144,54.565,2,3
27,5,0,92.702,2,3
27,5,0.5,8.001,1,2
27,5,2,9.6507,1,2
27,5,6,8.5823,1,2
27,5,12,9.2462,1,2
27,5,12,55.92,2,3
27,5,24,6.5926,1,2
27,5,24,33.722,2,3
27,5,36,24.695,2,3
27,5,48,4.8527,1,2
27,5,48,15.147,2,3
27,5,72,3.1732,1,2
27,5,72,3.5902,2,3
27,5,96,2.1239,1,2
27,5,96,11.941,2,3
27,5,120,1.2943,1,2
27,5,120,17.767,2,3
27,5,144,20.167,2,3
27,6,0,98.616,2,3
27,6,0.5,8.9677,1,2
27,6,2,11.402,1,2
27,6,6,12.938,1,2
27,6,12,8.5659,1,2
27,6,12,63.265,2,3
27,6,24,8.7351,1,2
27,6,24,45.155,2,3
27,6,36,14.404,2,3
27,6,48,5.2344,1,2
27,6,48,15.827,2,3
27,6,72,4.143,1,2
27,6,72,20.674,2,3
27,6,96,1.9684,1,2
27,6,96,27.334,2,3
27,6,120,1.753,1,2
27,6,120,21.049,2,3
27,6,144,43.542,2,3
27,7,0,91.933,2,3
27,7,0.5,6.4996,1,2
27,7,2,14.565,1,2
27,7,6,12.579,1,2
27,7,12,11.493,1,2
27,7,12,54.885,2,3
27,7,24,7.6168,1,2
27,7,24,42.981,2,3
27,7,36,10.822,2,3
27,7,48,4.3051,1,2
27,7,48,22.08,2,3
27,7,72,2.1366,1,2
27,7,72,20.508,2,3
27,7,96,1.3049,1,2
27,7,96,18.417,2,3
27,7,120,0.89118,1,2
27,7,120,36.122,2,3
27,7,144,49.934,2,3
27,8,0,114.31,2,3
27,8,0.5,5.4258,1,2
27,8,2,12.108,1,2
27,8,6,10.196,1,2
27,8,12,9.9295,1,2
27,8,12,73.479,2,3
27,8,24,5.8704,1,2
27,8,24,56.901,2,3
27,8,36,49.451,2,3
27,8,48,3.4154,1,2
27,8,48,32.112,2,3
27,8,72,1.4571,1,2
27,8,72,39.047,2,3
27,8,96,1.0969,1,2
27,8,96,37.663,2,3
27,8,120,0.42846,1,2
27,8,120,54.298,2,3
27,8,144,67.404,2,3
27,9,0,97.734,2,3
27,9,0.5,6.4649,1,2
27,9,2,11.412,1,2
27,9,6,10.26,1,2
27,9,12,9.0683,1,2
27,9,12,73.489,2,3
27,9,24,6.8825,1,2
27,9,24,54.814,2,3
27,9,36,34.437,2,3
27,9,48,6.0574,1,2
27,9,48,27.496,2,3
27,9,72,3.1368,1,2
27,9,72,22.767,2,3
27,9,96,2.0004,1,2
27,9,96,36.082,2,3
27,9,120,1.7086,1,2
27,9,120,28.064,2,3
27,9,144,34.789,2,3
27,10,0,95.99,2,3
27,10,0.5,6.0084,1,2
27,10,2,12.266,1,2
27,10,6,9.2387,1,2
27,10,12,9.5625,1,2
27,10,12,64.304,2,3
27,10,24,7.4864,1,2
27,10,24,39.274,2,3
27,10,36,43.834,2,3
27,10,48,3.1649,1,2
27,10,48,35.137,2,3
27,10,72,1.6786,1,2
27,10,72,19.128,2,3
27,10,96,0.88776,1,2
27,10,96,29.507,2,3
27,10,120,0.51142,1,2
27,10,120,35.737,2,3
27,10,144,66.199,2,3
27,11,0,114.15,2,3
27,11,0.5,9.4714,1,2
27,11,2,11.165,1,2
27,11,6,10.65,1,2
27,11,12,8.1323,1,2
27,11,12,61.038,2,3
27,11,24,5.658,1,2
27,11,24,53.269,2,3
27,11,36,35.262,2,3
27,11,48,2.3522,1,2
27,11,48,16.554,2,3
27,11,72,1.2871,1,2
27,11,72,22.508,2,3
27,11,96,0.51462,1,2
27,11,96,54.41,2,3
27,11,120,0.22355,1,2
27,11,120,60.856,2,3
27,11,144,76.707,2,3
27,12,0,97.7,2,3
27,12,0.5,8.1354,1,2
27,12,2,13.245,1,2
27,12,6,12.441,1,2
27,12,12,10.667,1,2
27,12,12,59.984,2,3
27,12,24,6.2555,1,2
27,12,24,55.738,2,3
27,12,36,27.795,2,3
27,12,48,3.7883,1,2
27,12,48,34.837,2,3
27,12,72,1.9723,1,2
27,12,72,34.455,2,3
27,12,96,1.1392,1,2
27,12,96,33.883,2,3
27,12,120,0.53907,1,2
27,12,120,42.38,2,3
27,12,144,61.455,2,3
27,13,0,84.234,2,3
27,13,0.5,7.9263,1,2
27,13,2,10.544,1,2
27,13,6,11.269,1,2
27,13,12,10.881,1,2
27,13,12,58.642,2,3
27,13,24,7.1618,1,2
27,13,24,40.266,2,3
27,13,36,20.124,2,3
27,13,48,4.8111,1,2
27,13,48,20.461,2,3
27,13,72,4.1717,1,2
27,13,72,27.766,2,3
27,13,96,2.6385,1,2
27,13,96,32.991,2,3
27,13,120,1.8336,1,2
27,13,120,32.058,2,3
27,13,144,39.139,2,3
27,14,0,105.72,2,3
27,14,0.5,5.6663,1,2
27,14,2,12.928,1,2
27,14,6,8.8811,1,2
27,14,12,9.0553,1,2
27,14,12,56.549,2,3
27,14,24,7.1811,1,2
27,14,24,42.841,2,3
27,14,36,28.612,2,3
27,14,48,4.9006,1,2
27,14,48,12.791,2,3
27,14,72,2.6386,1,2
27,14,72,27.668,2,3
27,14,96,1.3664,1,2
27,14,96,36.869,2,3
27,14,120,0.66855,1,2
27,14,120,51.659,2,3
27,14,144,61.572,2,3
27,15,0,97.814,2,3
27,15,0.5,5.7949,1,2
27,15,2,13.222,1,2
27,15,6,9.4509,1,2
27,15,12,6.4892,1,2
27,15,12,55.362,2,3
27,15,24,7.647,1,2
27,15,24,31.901,2,3
27,15,36,30.464,2,3
27,15,48,4.1578,1,2
27,15,48,16.4,2,3
27,15,72,2.6542,1,2
27,15,72,30.726,2,3
27,15,96,1.4214,1,2
27,15,96,42.604,2,3
27,15,120,0.87006,1,2
27,15,120,49.564,2,3
27,15,144,60.307,2,3
27,16,0,100.29,2,3
27,16,0.5,4.9551,1,2
27,16,2,10.61,1,2
27,16,6,11.834,1,2
27,16,12,11.108,1,2
27,16,12,76.755,2,3
27,16,24,8.4211,1,2
27,16,24,62.775,2,3
27,16,36,49.188,2,3
27,16,48,5.1536,1,2
27,16,48,48.1,2,3
27,16,72,3.0983,1,2
27,16,72,31.066,2,3
27,16,96,1.904,1,2
27,16,96,43.56,2,3
27,16,120,0.90221,1,2
27,16,120,51.176,2,3
27,16,144,57.387,2,3
27,17,0,116.25,2,3
27,17,0.5,5.1811,1,2
27,17,2,9.0288,1,2
27,17,6,11.161,1,2
27,17,12,10.423,1,2
27,17,12,69.639,2,3
27,17,24,7.4415,1,2
27,17,24,36.972,2,3
27,17,36,25.581,2,3
27,17,48,4.8112,1,2
27,17,48,22.345,2,3
27,17,72,2.0151,1,2
27,17,72,15.043,2,3
27,17,96,1.4799,1,2
27,17,96,34.978,2,3
27,17,120,0.70533,1,2
27,17,120,52.634,2,3
27,17,144,66.933,2,3
27,18,0,128.71,2,3
27,18,0.5,10.164,1,2
27,18,2,14.555,1,2
27,18,6,14.492,1,2
27,18,12,10.001,1,2
27,18,12,61.426,2,3
27,18,24,10.017,1,2
27,18,24,37.801,2,3
27,18,36,27.868,2,3
27,18,48,5.7663,1,2
27,18,48,21.404,2,3
27,18,72,4.1045,1,2
27,18,72,28.217,2,3
27,18,96,2.908,1,2
27,18,96,28.957,2,3
27,18,120,1.4758,1,2
27,18,120,46.441,2,3
27,18,144,55.654,2,3
27,19,0,100.56,2,3
27,19,0.5,5.2002,1,2
27,19,2,9.9567,1,2
27,19,6,10.818,1,2
27,19,12,9.28,1,2
27,19,12,46.752,2,3
27,19,24,11.329,1,2
27,19,24,32.616,2,3
27,19,36,20.294,2,3
27,19,48,6.9571,1,2
27,19,48,30.924,2,3
27,19,72,4.8892,1,2
27,19,72,15.911,2,3
27,19,96,4.4063,1,2
27,19,96,25.449,2,3
27,19,120,3.4416,1,2
27,19,120,36.104,2,3
27,19,144,39.141,2,3
27,20,0,95.865,2,3
27,20,0.5,4.3326,1,2
27,20,2,8.7293,1,2
27,20,6,10.988,1,2
27,20,12,9.3964,1,2
27,20,12,47.432,2,3
27,20,24,8.5002,1,2
27,20,24,35.438,2,3
27,20,36,22.088,2,3
27,20,48,6.2998,1,2
27,20,48,21.882,2,3
27,20,72,5.0037,1,2
27,20,72,18.551,2,3
27,20,96,2.7948,1,2
27,20,96,18.802,2,3
27,20,120,2.3002,1,2
27,20,120,23.042,2,3
27,20,144,21.315,2,3
27,21,0,98.533,2,3
27,21,0.5,4.4735,1,2
27,21,2,12.139,1,2
27,21,6,11.441,1,2
27,21,12,9.1108,1,2
27,21,12,61.588,2,3
27,21,24,7.6772,1,2
27,21,24,44.795,2,3
27,21,36,33.611,2,3
27,21,48,3.9064,1,2
27,21,48,22.795,2,3
27,21,72,2.4241,1,2
27,21,72,17.074,2,3
27,21,96,1.3778,1,2
27,21,96,16.743,2,3
27,21,120,0.66223,1,2
27,21,120,31.055,2,3
27,21,144,34.525,2,3
27,22,0,100.72,2,3
27,22,0.5,8.7102,1,2
27,22,2,9.7729,1,2
27,22,6,8.7803,1,2
27,22,12,8.6044,1,2
27,22,12,69.105,2,3
27,22,24,5.8793,1,2
27,22,24,45.414,2,3
27,22,36,33.652,2,3
27,22,48,3.4472,1,2
27,22,48,21.317,2,3
27,22,72,1.9197,1,2
27,22,72,25.113,2,3
27,22,96,1.4138,1,2
27,22,96,39.645,2,3
27,22,120,0.65777,1,2
27,22,120,45.862,2,3
27,22,144,60.447,2,3
27,23,0,101.99,2,3
27,23,0.5,8.4645,1,2
27,23,2,16.582,1,2
27,23,6,13.185,1,2
27,23,12,13.115,1,2
27,23,12,48.062,2,3
27,23,24,8.9156,1,2
27,23,24,27.209,2,3
27,23,36,14.231,2,3
27,23,48,6.371,1,2
27,23,48,21.728,2,3
27,23,72,4.1485,1,2
27,23,72,11.119,2,3
27,23,96,2.3051,1,2
27,23,96,7.3585,2,3
27,23,120,1.4725,1,2
27,23,120,27.346,2,3
27,23,144,33.01,2,3
27,24,0,100.76,2,3
27,24,0.5,7.0641,1,2
27,24,2,7.9866,1,2
27,24,6,8.6958,1,2
27,24,12,8.007,1,2
27,24,12,55.587,2,3
27,24,24,5.994,1,2
27,24,24,39.893,2,3
27,24,36,24.8,2,3
27,24,48,3.5264,1,2
27,24,48,21.933,2,3
27,24,72,2.601,1,2
27,24,72,14.587,2,3
27,24,96,1.5083,1,2
27,24,96,20.383,2,3
27,24,120,1.0685,1,2
27,24,120,30.541,2,3
27,24,144,34.244,2,3
27,25,0,91.076,2,3
27,25,0.5,3.9445,1,2
27,25,2,9.6667,1,2
27,25,6,12.33,1,2
27,25,12,12.981,1,2
27,25,12,55.253,2,3
27,25,24,8.0587,1,2
27,25,24,28.163,2,3
27,25,36,23.89,2,3
27,25,48,5.5475,1,2
27,25,48,7.6816,2,3
27,25,72,3.2963,1,2
27,25,72,17.413,2,3
27,25,96,2.3272,1,2
27,25,96,28.736,2,3
27,25,120,1.3659,1,2
27,25,120,26.364,2,3
27,25,144,51.624,2,3
27,26,0,83.339,2,3
27,26,0.5,10.886,1,2
27,26,2,13.2,1,2
27,26,6,10.386,1,2
27,26,12,11.789,1,2
27,26,12,57.215,2,3
27,26,24,7.2057,1,2
27,26,24,34.188,2,3
27,26,36,16.492,2,3
27,26,48,3.4639,1,2
27,26,48,28.185,2,3
27,26,72,1.7488,1,2
27,26,72,25.171,2,3
27,26,96,0.76257,1,2
27,26,96,38.795,2,3
27,26,120,0.46778,1,2
27,26,120,48.673,2,3
27,26,144,62.139,2,3
27,27,0,94.505,2,3
27,27,0.5,6.001,1,2
27,27,2,13.202,1,2
27,27,6,11.748,1,2
27,27,12,9.9679,1,2
27,27,12,55.201,2,3
27,27,24,7.0992,1,2
27,27,24,32.668,2,3
27,27,36,20.065,2,3
27,27,48,3.4645,1,2
27,27,48,10.964,2,3
27,27,72,2.4227,1,2
27,27,72,18.49,2,3
27,27,96,1.493,1,2
27,27,96,18.788,2,3
27,27,120,0.74582,1,2
27,27,120,38.66,2,3
27,27,144,61.362,2,3
27,28,0,96.8,2,3
27,28,0.5,9.6652,1,2
27,28,2,14.09,1,2
27,28,6,17.935,1,2
27,28,12,12.783,1,2
27,28,12,52.839,2,3
27,28,24,8.8122,1,2
27,28,24,42.865,2,3
27,28,36,34.686,2,3
27,28,48,4.6491,1,2
27,28,48,21.347,2,3
27,28,72,2.9001,1,2
27,28,72,20.562,2,3
27,28,96,1.6028,1,2
27,28,96,32.232,2,3
27,28,120,0.83231,1,2
27,28,120,45.896,2,3
27,28,144,63.344,2,3
27,29,0,120.77,2,3
27,29,0.5,11.956,1,2
27,29,2,13.459,1,2
27,29,6,12.524,1,2
27,29,12,13.304,1,2
27,29,12,68.341,2,3
27,29,24,10.024,1,2
27,29,24,56.431,2,3
27,29,36,42.692,2,3
27,29,48,7.962,1,2
27,29,48,27.241,2,3
27,29,72,5.2468,1,2
27,29,72,17.338,2,3
27,29,96,3.8425,1,2
27,29,96,13.954,2,3
27,29,120,2.7322,1,2
27,29,120,19.595,2,3
27,29,144,22.564,2,3
27,30,0,89.456,2,3
27,30,0.5,4.7648,1,2
27,30,2,9.0712,1,2
27,30,6,11.456,1,2
27,30,12,8.5967,1,2
27,30,12,55.114,2,3
27,30,24,7.33,1,2
27,30,24,27.718,2,3
27,30,36,26.434,2,3
27,30,48,5.4433,1,2
27,30,48,13.037,2,3
27,30,72,3.9572,1,2
27,30,72,15.079,2,3
27,30,96,3.4478,1,2
27,30,96,31.376,2,3
27,30,120,2.1423,1,2
27,30,120,28.591,2,3
27,30,144,32.136,2,3
27,31,0,87.438,2,3
27,31,0.5,5.6613,1,2
27,31,2,12.329,1,2
27,31,6,13.06,1,2
27,31,12,11.978,1,2
27,31,12,53.547,2,3
27,31,24,8.677,1,2
27,31,24,26.875,2,3
27,31,36,28.692,2,3
27,31,48,6.6368,1,2
27,31,48,22.026,2,3
27,31,72,4.0116,1,2
27,31,72,24.011,2,3
27,31,96,2.4521,1,2
27,31,96,11.954,2,3
27,31,120,1.9892,1,2
27,31,120,25.531,2,3
27,31,144,34.854,2,3
27,32,0,122.84,2,3
27,32,0.5,2.159,1,2
27,32,2,6.3029,1,2
27,32,6,10.329,1,2
27,32,12,11.426,1,2
27,32,12,61.008,2,3
27,32,24,7.9165,1,2
27,32,24,34.432,2,3
27,32,36,15.516,2,3
27,32,48,6.2332,1,2
27,32,48,13.306,2,3
27,32,72,4.6229,1,2
27,32,72,10.314,2,3
27,32,96,3.1651,1,2
27,32,96,15.381,2,3
27,32,120,2.5373,1,2
27,32,120,12.675,2,3
27,32,144,22.454,2,3
27,33,0,101.01,2,3
27,33,0.5,7.4889,1,2
27,33,2,14.975,1,2
27,33,6,13.864,1,2
27,33,12,10.039,1,2
27,33,12,40.116,2,3
27,33,24,7.8104,1,2
27,33,24,36.027,2,3
27,33,36,16.087,2,3
27,33,48,4.347,1,2
27,33,48,21.876,2,3
27,33,72,3.1083,1,2
27,33,72,22.082,2,3
27,33,96,1.3355,1,2
27,33,96,18.504,2,3
27,33,120,0.92567,1,2
27,33,120,34.103,2,3
27,33,144,49.724,2,3
27,34,0,113.05,2,3
27,34,0.5,9.5131,1,2
27,34,2,11.837,1,2
27,34,6,12.795,1,2
27,34,12,9.1808,1,2
27,34,12,84.347,2,3
27,34,24,9.9984,1,2
27,34,24,67.942,2,3
27,34,36,53.356,2,3
27,34,48,4.996,1,2
27,34,48,40.402,2,3
27,34,72,3.6185,1,2
27,34,72,21.006,2,3
27,34,96,2.6882,1,2
27,34,96,30.708,2,3
27,34,120,1.962,1,2
27,34,120,19.439,2,3
27,34,144,20.447,2,3
27,35,0,123.11,2,3
27,35,0.5,8.2631,1,2
27,35,2,11.645,1,2
27,35,6,12.279,1,2
27,35,12,11.316,1,2
27,35,12,83.726,2,3
27,35,24,9.1708,1,2
27,35,24,65.627,2,3
27,35,36,37.307,2,3
27,35,48,6.7516,1,2
27,35,48,27.073,2,3
27,35,72,4.4398,1,2
27,35,72,22.831,2,3
27,35,96,3.3235,1,2
27,35,96,30.255,2,3
27,35,120,2.4968,1,2
27,35,120,27.203,2,3
27,35,144,31.609,2,3
27,36,0,100.8,2,3
27,36,0.5,6.9054,1,2
27,36,2,16.097,1,2
27,36,6,12.371,1,2
27,36,12,11.285,1,2
27,36,12,67.47,2,3
27,36,24,8.3512,1,2
27,36,24,51.456,2,3
27,36,36,32.644,2,3
27,36,48,4.6085,1,2
27,36,48,36.853,2,3
27,36,72,2.7661,1,2
27,36,72,23.341,2,3
27,36,96,1.5947,1,2
27,36,96,38.869,2,3
27,36,120,0.93804,1,2
27,36,120,35.996,2,3
27,36,144,69.503,2,3
27,37,0,93.789,2,3
27,37,0.5,5.6349,1,2
27,37,2,11.016,1,2
27,37,6,10.543,1,2
27,37,12,8.6108,1,2
27,37,12,51.14,2,3
27,37,24,8.1601,1,2
27,37,24,27.133,2,3
27,37,36,11.022,2,3
27,37,48,5.46,1,2
27,37,48,10.996,2,3
27,37,72,3.039,1,2
27,37,72,22.563,2,3
27,37,96,1.7757,1,2
27,37,96,20.56,2,3
27,37,120,1.1135,1,2
27,37,120,35.206,2,3
27,37,144,34.439,2,3
27,38,0,107.87,2,3
27,38,0.5,7.0453,1,2
27,38,2,10.617,1,2
27,38,6,10.7,1,2
27,38,12,8.3319,1,2
27,38,12,63.644,2,3
27,38,24,5.881,1,2
27,38,24,40.558,2,3
27,38,36,36.527,2,3
27,38,48,4.694,1,2
27,38,48,27.119,2,3
27,38,72,2.8861,1,2
27,38,72,32.006,2,3
27,38,96,1.5677,1,2
27,38,96,44.332,2,3
27,38,120,0.78855,1,2
27,38,120,62.179,2,3
27,38,144,62.457,2,3
27,39,0,93.416,2,3
27,39,0.5,4.8331,1,2
27,39,2,14.584,1,2
27,39,6,12.516,1,2
27,39,12,10.367,1,2
27,39,12,36.551,2,3
27,39,24,5.8541,1,2
27,39,24,23.845,2,3
27,39,36,30.585,2,3
27,39,48,2.7367,1,2
27,39,48,26.318,2,3
27,39,72,1.1266,1,2
27,39,72,32.869,2,3
27,39,96,0.42991,1,2
27,39,96,58.287,2,3
27,39,120,0.14763,1,2
27,39,120,70.35,2,3
27,39,144,92.787,2,3
27,40,0,95.103,2,3
27,40,0.5,7.5093,1,2
27,40,2,12.451,1,2
27,40,6,11.088,1,2
27,40,12,10.837,1,2
27,40,12,54.226,2,3
27,40,24,7.7199,1,2
27,40,24,41.12,2,3
27,40,36,30.416,2,3
27,40,48,6.5559,1,2
27,40,48,33.997,2,3
27,40,72,4.2532,1,2
27,40,72,19.886,2,3
27,40,96,3.3048,1,2
27,40,96,25.418,2,3
27,40,120,1.9811,1,2
27,40,120,32.366,2,3
27,40,144,40.104,2,3
28,1,0,100.23,2,3
28,1,0.5,6.2765,1,2
28,1,2,12.016,1,2
28,1,6,10.521,1,2
28,1,12,8.8774,1,2
28,1,12,57.745,2,3
28,1,24,8.2754,1,2
28,1,24,49.679,2,3
28,1,36,31.735,2,3
28,1,48,5.9348,1,2
28,1,48,24.923,2,3
28,1,72,3.4907,1,2
28,1,72,6.9369,2,3
28,1,96,2.652,1,2
28,1,96,22.522,2,3
28,1,120,1.6396,1,2
28,1,120,20.133,2,3
28,1,144,30.957,2,3
28,2,0,101.98,2,3
28,2,0.5,8.9649,1,2
28,2,2,12.639,1,2
28,2,6,13.155,1,2
28,2,12,12.773,1,2
28,2,12,72.849,2,3
28,2,24,8.9782,1,2
28,2,24,47.254,2,3
28,2,36,41.987,2,3
28,2,48,3.7888,1,2
28,2,48,41.28,2,3
28,2,72,2.4087,1,2
28,2,72,32.839,2,3
28,2,96,1.6455,1,2
28,2,96,40.724,2,3
28,2,120,1.0129,1,2
28,2,120,42.182,2,3
28,2,144,55.906,2,3
28,3,0,113.88,2,3
28,3,0.5,8.0572,1,2
28,3,2,12.148,1,2
28,3,6,13.326,1,2
28,3,12,11.056,1,2
28,3,12,76.531,2,3
28,3,24,8.7713,1,2
28,3,24,46.504,2,3
28,3,36,30.82,2,3
28,3,48,6.1151,1,2
28,3,48,30.155,2,3
28,3,72,4.4368,1,2
28,3,72,13.509,2,3
28,3,96,3.3004,1,2
28,3,96,19.766,2,3
28,3,120,1.9887,1,2
28,3,120,25.493,2,3
28,3,144,37.239,2,3
28,4,0,118.28,2,3
28,4,0.5,9.3466,1,2
28,4,2,12.027,1,2
28,4,6,14.689,1,2
28,4,12,10.983,1,2
28,4,12,81.316,2,3
28,4,24,8.2322,1,2
28,4,24,49.836,2,3
28,4,36,37.181,2,3
28,4,48,4.5553,1,2
28,4,48,33.301,2,3
28,4,72,2.61,1,2
28,4,72,29.631,2,3
28,4,96,1.44,1,2
28,4,96,32.377,2,3
28,4,120,0.87168,1,2
28,4,120,53.957,2,3
28,4,144,76.637,2,3
28,5,0,106.12,2,3
28,5,0.5,9.8216,1,2
28,5,2,12.161,1,2
28,5,6,10.876,1,2
28,5,12,9.4501,1,2
28,5,12,55.19,2,3
28,5,24,8.9588,1,2
28,5,24,32.706,2,3
28,5,36,27.421,2,3
28,5,48,5.905,1,2
28,5,48,24.046,2,3
28,5,72,2.9052,1,2
28,5,72,18.938,2,3
28,5,96,1.8818,1,2
28,5,96,27.597,2,3
28,5,120,1.2459,1,2
28,5,120,37.807,2,3
28,5,144,51.657,2,3
28,6,0,82.865,2,3
28,6,0.5,4.4462,1,2
28,6,2,10.316,1,2
28,6,6,11.93,1,2
28,6,12,10.793,1,2
28,6,12,61.147,2,3
28,6,24,6.936,1,2
28,6,24,36.709,2,3
28,6,36,35.631,2,3
28,6,48,4.0905,1,2
28,6,48,32.864,2,3
28,6,72,2.5943,1,2
28,6,72,40.873,2,3
28,6,96,1.7135,1,2
28,6,96,52.933,2,3
28,6,120,1.1043,1,2
28,6,120,65.541,2,3
28,6,144,81.361,2,3
28,7,0,94.464,2,3
28,7,0.5,4.0843,1,2
28,7,2,10.666,1,2
28,7,6,12.991,1,2
28,7,12,13.313,1,2
28,7,12,61.3,2,3
28,7,24,10.756,1,2
28,7,24,45.501,2,3
28,7,36,32.179,2,3
28,7,48,7.1268,1,2
28,7,48,19.172,2,3
28,7,72,4.5025,1,2
28,7,72,30.625,2,3
28,7,96,2.5858,1,2
28,7,96,27.027,2,3
28,7,120,1.9382,1,2
28,7,120,39.626,2,3
28,7,144,43.422,2,3
28,8,0,103.7,2,3
28,8,0.5,8.0476,1,2
28,8,2,9.6294,1,2
28,8,6,10.413,1,2
28,8,12,7.986,1,2
28,8,12,66.919,2,3
28,8,24,8.4885,1,2
28,8,24,32.06,2,3
28,8,36,32.527,2,3
28,8,48,5.6921,1,2
28,8,48,22.249,2,3
28,8,72,3.8602,1,2
28,8,72,16.871,2,3
28,8,96,3.1806,1,2
28,8,96,21.404,2,3
28,8,120,2.3487,1,2
28,8,120,16.579,2,3
28,8,144,34.06,2,3
28,9,0,98.554,2,3
28,9,0.5,12.223,1,2
28,9,2,11.148,1,2
28,9,6,11.945,1,2
28,9,12,8.5037,1,2
28,9,12,63.417,2,3
28,9,24,7.4467,1,2
28,9,24,51.759,2,3
28,9,36,31.384,2,3
28,9,48,3.9181,1,2
28,9,48,32.891,2,3
28,9,72,2.0777,1,2
28,9,72,23.703,2,3
28,9,96,1.2119,1,2
28,9,96,41.164,2,3
28,9,120,0.53028,1,2
28,9,120,50.823,2,3
28,9,144,63.563,2,3
28,10,0,87.681,2,3
28,10,0.5,4.5357,1,2
28,10,2,8.4857,1,2
28,10,6,9.106,1,2
28,10,12,7.4534,1,2
28,10,12,56.119,2,3
28,10,24,7.8394,1,2
28,10,24,30.054,2,3
28,10,36,25.878,2,3
28,10,48,5.9439,1,2
28,10,48,21.981,2,3
28,10,72,3.6084,1,2
28,10,72,15.659,2,3
28,10,96,3.4381,1,2
28,10,96,21.777,2,3
28,10,120,2.3172,1,2
28,10,120,31.689,2,3
28,10,144,25.849,2,3
28,11,0,107.72,2,3
28,11,0.5,6.1635,1,2
28,11,2,10.575,1,2
28,11,6,9.8733,1,2
28,11,12,10.556,1,2
28,11,12,62.271,2,3
28,11,24,5.7254,1,2
28,11,24,38.411,2,3
28,11,36,38.421,2,3
28,11,48,3.8481,1,2
28,11,48,34.275,2,3
28,11,72,2.1302,1,2
28,11,72,16.577,2,3
28,11,96,0.81018,1,2
28,11,96,34.471,2,3
28,11,120,0.38072,1,2
28,11,120,56.874,2,3
28,11,144,80.065,2,3
28,12,0,108.76,2,3
28,12,0.5,7.14,1,2
28,12,2,14.826,1,2
28,12,6,15.751,1,2
28,12,12,14.149,1,2
28,12,12,59.506,2,3
28,12,24,9.3287,1,2
28,12,24,29.942,2,3
28,12,36,22.989,2,3
28,12,48,4.7647,1,2
28,12,48,9.7125,2,3
28,12,72,2.3834,1,2
28,12,72,26.513,2,3
28,12,96,1.0742,1,2
28,12,96,34.173,2,3
28,12,120,0.59607,1,2
28,12,120,59.079,2,3
28,12,144,72.52,2,3
28,13,0,106.25,2,3
28,13,0.5,6.2554,1,2
28,13,2,12.993,1,2
28,13,6,14.809,1,2
28,13,12,11.269,1,2
28,13,12,69.367,2,3
28,13,24,9.0477,1,2
28,13,24,56.638,2,3
28,13,36,42.479,2,3
28,13,48,4.6292,1,2
28,13,48,30.132,2,3
28,13,72,3.6181,1,2
28,13,72,34.189,2,3
28,13,96,2.4032,1,2
28,13,96,37.385,2,3
28,13,120,1.6211,1,2
28,13,120,49.336,2,3
28,13,144,54.627,2,3
28,14,0,104,2,3
28,14,0.5,6.9833,1,2
28,14,2,10.613,1,2
28,14,6,9.654,1,2
28,14,12,7.4957,1,2
28,14,12,78.347,2,3
28,14,24,6.7852,1,2
28,14,24,42.038,2,3
28,14,36,40.181,2,3
28,14,48,3.0547,1,2
28,14,48,25.577,2,3
28,14,72,2.0227,1,2
28,14,72,29.552,2,3
28,14,96,1.0256,1,2
28,14,96,21.157,2,3
28,14,120,0.60603,1,2
28,14,120,34.406,2,3
28,14,144,45.358,2,3
28,15,0,102.49,2,3
28,15,0.5,10.686,1,2
28,15,2,14.884,1,2
28,15,6,12.015,1,2
28,15,12,11.23,1,2
28,15,12,65.162,2,3
28,15,24,10.466,1,2
28,15,24,44.6,2,3
28,15,36,29.6,2,3
28,15,48,5.6382,1,2
28,15,48,19.944,2,3
28,15,72,3.5835,1,2
28,15,72,19.362,2,3
28,15,96,2.6548,1,2
28,15,96,25.668,2,3
28,15,120,1.6771,1,2
28,15,120,26.127,2,3
28,15,144,45.698,2,3
28,16,0,106.8,2,3
28,16,0.5,2.6175,1,2
28,16,2,6.9854,1,2
28,16,6,10.23,1,2
28,16,12,9.7524,1,2
28,16,12,60.285,2,3
28,16,24,8.199,1,2
28,16,24,37.814,2,3
28,16,36,35.008,2,3
28,16,48,8.1195,1,2
28,16,48,32.596,2,3
28,16,72,5.126,1,2
